n_eval,value,pretrain.data,pscale,ptask,fdata,fratio,ftask,model,nparam,pdata
18760,0.715379467440389,160000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
18760,0.695262769888853,320000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
18760,0.778624346740434,640000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
18760,0.771264052642983,1280000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
19200,0.642939728517005,20000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
19200,0.664473687872083,40000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
19200,0.722691538053027,80000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
19220,0.755091895278623,160000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
19220,0.738506841607496,320000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
19220,0.746409839163215,640000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
19220,0.765402685247617,1280000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
19660,0.547775773728765,20000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
19660,0.697048817832892,40000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
19660,0.765326465217332,80000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
19700,0.793707761930256,160000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
19700,0.788172459658373,320000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
19700,0.750538953793483,640000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
19700,0.673234160561588,1280000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
20140,0.623119990291004,20000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
20140,0.727854345169793,40000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
20140,0.759392765692428,80000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
20160,0.746665161528158,160000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
20160,0.697384351072805,320000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
20160,0.759802135262699,640000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
20160,0.74266793466509,1280000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
20600,0.649728904952147,20000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
20600,0.709782376321595,40000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
20600,0.729312413896999,80000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
20640,0.727866815066731,160000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
20640,0.758652184902388,320000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
20640,0.807309348061917,640000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
20640,0.714896667935954,1280000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
21060,0.625685813969097,20000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
21060,0.68597044429868,40000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
21060,0.785865738704929,80000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
21100,0.760016987658781,160000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
21100,0.78893998782906,320000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
21100,0.793048803343136,640000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
21100,0.790297804288594,1280000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
21540,0.665664113141442,20000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
21540,0.727367682933794,40000,1280k,mulclass,NA,0,pretrain,r101,42.8,bop
