n_eval,value,pretrain.data,pscale,ptask,fdata,fratio,ftask,model,nparam,pdata
4,0.151078732263733,20000,1280k,semseg,coco,1,semseg,r50,23.9,bop
4,0.149680389621667,40000,1280k,semseg,coco,1,semseg,r50,23.9,bop
4,0.155320380783232,80000,1280k,semseg,coco,1,semseg,r50,23.9,bop
4,0.158365258097552,160000,1280k,semseg,coco,1,semseg,r50,23.9,bop
4,0.148974852866659,320000,1280k,semseg,coco,1,semseg,r50,23.9,bop
4,0.152036375437815,640000,1280k,semseg,coco,1,semseg,r50,23.9,bop
4,0.165167848512014,1280000,1280k,semseg,coco,1,semseg,r50,23.9,bop
5,0.155627601702326,20000,1280k,semseg,coco,1,semseg,r50,23.9,bop
5,0.154216650040991,40000,1280k,semseg,coco,1,semseg,r50,23.9,bop
5,0.15463375392205,80000,1280k,semseg,coco,1,semseg,r50,23.9,bop
5,0.162159873472693,160000,1280k,semseg,coco,1,semseg,r50,23.9,bop
5,0.150312552960025,320000,1280k,semseg,coco,1,semseg,r50,23.9,bop
5,0.154634397224424,640000,1280k,semseg,coco,1,semseg,r50,23.9,bop
5,0.164068293463252,1280000,1280k,semseg,coco,1,semseg,r50,23.9,bop
6,0.15583172763318,20000,1280k,semseg,coco,1,semseg,r50,23.9,bop
6,0.153388083496221,40000,1280k,semseg,coco,1,semseg,r50,23.9,bop
6,0.154191437070526,80000,1280k,semseg,coco,1,semseg,r50,23.9,bop
6,0.15754146068749,160000,1280k,semseg,coco,1,semseg,r50,23.9,bop
6,0.151428609741008,320000,1280k,semseg,coco,1,semseg,r50,23.9,bop
6,0.152923070923673,640000,1280k,semseg,coco,1,semseg,r50,23.9,bop
6,0.162043497091205,1280000,1280k,semseg,coco,1,semseg,r50,23.9,bop
7,0.153850809560246,20000,1280k,semseg,coco,1,semseg,r50,23.9,bop
7,0.154174448329783,40000,1280k,semseg,coco,1,semseg,r50,23.9,bop
7,0.154524020471217,80000,1280k,semseg,coco,1,semseg,r50,23.9,bop
7,0.157280812391127,160000,1280k,semseg,coco,1,semseg,r50,23.9,bop
7,0.152094003574618,320000,1280k,semseg,coco,1,semseg,r50,23.9,bop
7,0.152040265934493,640000,1280k,semseg,coco,1,semseg,r50,23.9,bop
7,0.162524408566219,1280000,1280k,semseg,coco,1,semseg,r50,23.9,bop
1,0.0369916525917479,1000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
1,0.0451179570757736,2000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
1,0.0392247988395075,4000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
1,0.0381784840517652,8000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
1,0.0400463815416886,16000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
1,0.0395118591216334,32000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
1,0.0388328124500204,64000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
2,0.0376182958926922,1000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
2,0.0467089101388078,2000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
2,0.0423341301371885,4000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
2,0.0429059442318054,8000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
2,0.0414408961834191,16000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
2,0.0444440532517349,32000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
2,0.0427087784361884,64000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
3,0.0383973990775011,1000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
3,0.0464454788329809,2000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
3,0.0441739664873218,4000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
3,0.0421772812550424,8000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
3,0.042340720250731,16000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
3,0.0448285209017356,32000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
3,0.04253829561993,64000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
4,0.0378128225696612,1000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
4,0.0469638365246069,2000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
4,0.0440515040900073,4000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
4,0.0424153605860086,8000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
4,0.0417248852009427,16000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
4,0.0457407318808557,32000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
4,0.0420350775333426,64000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
5,0.0384785259668159,1000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
5,0.0463184584841374,2000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
5,0.0446111320949232,4000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
5,0.0427652517517714,8000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
5,0.0426801272261046,16000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
5,0.0443845953708254,32000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
5,0.0427403374338737,64000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
6,0.0386437683163513,1000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
6,0.0465791274770939,2000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
6,0.0444792159238064,4000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
6,0.0428946581708124,8000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
6,0.0426731424193738,16000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
6,0.0446365028554644,32000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
6,0.04253770547088,64000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
7,0.0383638214001998,1000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
7,0.0463603258797942,2000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
7,0.0445551700612612,4000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
7,0.0429555983838544,8000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
7,0.0426037069928797,16000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
7,0.0445411432541478,32000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
7,0.0426278349249333,64000,64k,mulclass,ade20k,1,semseg,r50,23.9,bop
1,0.00715604284778237,1000,64k,mulclass,coco,1,objdet,r50,23.9,bop
1,0.0175911244004965,2000,64k,mulclass,coco,1,objdet,r50,23.9,bop
1,0.0225297957658768,4000,64k,mulclass,coco,1,objdet,r50,23.9,bop
1,0.0241507440805435,8000,64k,mulclass,coco,1,objdet,r50,23.9,bop
1,0.0283338520675898,16000,64k,mulclass,coco,1,objdet,r50,23.9,bop
1,0.0235983170568943,32000,64k,mulclass,coco,1,objdet,r50,23.9,bop
1,0.0285214576870203,64000,64k,mulclass,coco,1,objdet,r50,23.9,bop
2,0.0114714112132788,1000,64k,mulclass,coco,1,objdet,r50,23.9,bop
2,0.0285385735332966,2000,64k,mulclass,coco,1,objdet,r50,23.9,bop
2,0.0378813035786152,4000,64k,mulclass,coco,1,objdet,r50,23.9,bop
2,0.0381601229310036,8000,64k,mulclass,coco,1,objdet,r50,23.9,bop
2,0.0413046851754189,16000,64k,mulclass,coco,1,objdet,r50,23.9,bop
2,0.0421832278370857,32000,64k,mulclass,coco,1,objdet,r50,23.9,bop
2,0.0463155955076218,64000,64k,mulclass,coco,1,objdet,r50,23.9,bop
3,0.0129565494135022,1000,64k,mulclass,coco,1,objdet,r50,23.9,bop
3,0.0341341719031334,2000,64k,mulclass,coco,1,objdet,r50,23.9,bop
3,0.0422071740031242,4000,64k,mulclass,coco,1,objdet,r50,23.9,bop
3,0.0435805693268776,8000,64k,mulclass,coco,1,objdet,r50,23.9,bop
3,0.0501501560211182,16000,64k,mulclass,coco,1,objdet,r50,23.9,bop
3,0.0454174987971783,32000,64k,mulclass,coco,1,objdet,r50,23.9,bop
3,0.0494414642453194,64000,64k,mulclass,coco,1,objdet,r50,23.9,bop
4,0.0144623871892691,1000,64k,mulclass,coco,1,objdet,r50,23.9,bop
4,0.0372760184109211,2000,64k,mulclass,coco,1,objdet,r50,23.9,bop
4,0.0461610965430737,4000,64k,mulclass,coco,1,objdet,r50,23.9,bop
4,0.0468485169112682,8000,64k,mulclass,coco,1,objdet,r50,23.9,bop
4,0.0512143149971962,16000,64k,mulclass,coco,1,objdet,r50,23.9,bop
4,0.0538184531033039,32000,64k,mulclass,coco,1,objdet,r50,23.9,bop
4,0.0501217432320118,64000,64k,mulclass,coco,1,objdet,r50,23.9,bop
5,0.0140860378742218,1000,64k,mulclass,coco,1,objdet,r50,23.9,bop
5,0.0358519442379475,2000,64k,mulclass,coco,1,objdet,r50,23.9,bop
5,0.0473704263567924,4000,64k,mulclass,coco,1,objdet,r50,23.9,bop
5,0.0475985966622829,8000,64k,mulclass,coco,1,objdet,r50,23.9,bop
5,0.0570278242230415,16000,64k,mulclass,coco,1,objdet,r50,23.9,bop
5,0.053875207901001,32000,64k,mulclass,coco,1,objdet,r50,23.9,bop
5,0.0544171147048473,64000,64k,mulclass,coco,1,objdet,r50,23.9,bop
6,0.0139924082905054,1000,64k,mulclass,coco,1,objdet,r50,23.9,bop
6,0.0330175757408142,2000,64k,mulclass,coco,1,objdet,r50,23.9,bop
6,0.0496525838971138,4000,64k,mulclass,coco,1,objdet,r50,23.9,bop
6,0.0460055582225323,8000,64k,mulclass,coco,1,objdet,r50,23.9,bop
6,0.0535102412104607,16000,64k,mulclass,coco,1,objdet,r50,23.9,bop
6,0.049521692097187,32000,64k,mulclass,coco,1,objdet,r50,23.9,bop
6,0.056349266320467,64000,64k,mulclass,coco,1,objdet,r50,23.9,bop
7,0.0150303039699793,1000,64k,mulclass,coco,1,objdet,r50,23.9,bop
7,0.0348949506878853,2000,64k,mulclass,coco,1,objdet,r50,23.9,bop
7,0.0491396859288216,4000,64k,mulclass,coco,1,objdet,r50,23.9,bop
7,0.0490613803267479,8000,64k,mulclass,coco,1,objdet,r50,23.9,bop
7,0.0563264265656471,16000,64k,mulclass,coco,1,objdet,r50,23.9,bop
7,0.0586158521473408,32000,64k,mulclass,coco,1,objdet,r50,23.9,bop
7,0.0573477149009705,64000,64k,mulclass,coco,1,objdet,r50,23.9,bop
8,0.0158548969775438,1000,64k,mulclass,coco,1,objdet,r50,23.9,bop
8,0.0367876961827278,2000,64k,mulclass,coco,1,objdet,r50,23.9,bop
8,0.0492096357047558,4000,64k,mulclass,coco,1,objdet,r50,23.9,bop
8,0.0513670332729816,8000,64k,mulclass,coco,1,objdet,r50,23.9,bop
8,0.0564657337963581,16000,64k,mulclass,coco,1,objdet,r50,23.9,bop
8,0.0555699244141579,32000,64k,mulclass,coco,1,objdet,r50,23.9,bop
8,0.0594633705914021,64000,64k,mulclass,coco,1,objdet,r50,23.9,bop
9,0.0157023780047894,1000,64k,mulclass,coco,1,objdet,r50,23.9,bop
9,0.0379852019250393,2000,64k,mulclass,coco,1,objdet,r50,23.9,bop
9,0.0502265207469463,4000,64k,mulclass,coco,1,objdet,r50,23.9,bop
9,0.0520908832550049,8000,64k,mulclass,coco,1,objdet,r50,23.9,bop
9,0.0569697618484497,16000,64k,mulclass,coco,1,objdet,r50,23.9,bop
9,0.0552177913486958,32000,64k,mulclass,coco,1,objdet,r50,23.9,bop
9,0.059369295835495,64000,64k,mulclass,coco,1,objdet,r50,23.9,bop
10,0.016549002379179,1000,64k,mulclass,coco,1,objdet,r50,23.9,bop
10,0.0368300303816795,2000,64k,mulclass,coco,1,objdet,r50,23.9,bop
10,0.0518995001912117,4000,64k,mulclass,coco,1,objdet,r50,23.9,bop
10,0.051356453448534,8000,64k,mulclass,coco,1,objdet,r50,23.9,bop
10,0.0581686422228813,16000,64k,mulclass,coco,1,objdet,r50,23.9,bop
10,0.0572467222809792,32000,64k,mulclass,coco,1,objdet,r50,23.9,bop
10,0.0613128654658794,64000,64k,mulclass,coco,1,objdet,r50,23.9,bop
11,0.0162457507103682,1000,64k,mulclass,coco,1,objdet,r50,23.9,bop
11,0.0374269001185894,2000,64k,mulclass,coco,1,objdet,r50,23.9,bop
11,0.0507609024643898,4000,64k,mulclass,coco,1,objdet,r50,23.9,bop
11,0.0506185293197632,8000,64k,mulclass,coco,1,objdet,r50,23.9,bop
11,0.0580961927771568,16000,64k,mulclass,coco,1,objdet,r50,23.9,bop
11,0.0577290654182434,32000,64k,mulclass,coco,1,objdet,r50,23.9,bop
11,0.0602346062660217,64000,64k,mulclass,coco,1,objdet,r50,23.9,bop
12,0.0160867106169462,1000,64k,mulclass,coco,1,objdet,r50,23.9,bop
12,0.0383616425096989,2000,64k,mulclass,coco,1,objdet,r50,23.9,bop
12,0.0511751770973206,4000,64k,mulclass,coco,1,objdet,r50,23.9,bop
12,0.0520715937018394,8000,64k,mulclass,coco,1,objdet,r50,23.9,bop
12,0.0579033009707928,16000,64k,mulclass,coco,1,objdet,r50,23.9,bop
12,0.0567178949713707,32000,64k,mulclass,coco,1,objdet,r50,23.9,bop
12,0.0604522004723549,64000,64k,mulclass,coco,1,objdet,r50,23.9,bop
13,0.0160546414554119,1000,64k,mulclass,coco,1,objdet,r50,23.9,bop
13,0.0379671230912209,2000,64k,mulclass,coco,1,objdet,r50,23.9,bop
13,0.0513859912753105,4000,64k,mulclass,coco,1,objdet,r50,23.9,bop
13,0.0515971295535564,8000,64k,mulclass,coco,1,objdet,r50,23.9,bop
13,0.0577544793486595,16000,64k,mulclass,coco,1,objdet,r50,23.9,bop
13,0.0569210648536682,32000,64k,mulclass,coco,1,objdet,r50,23.9,bop
13,0.0604617521166801,64000,64k,mulclass,coco,1,objdet,r50,23.9,bop
5020,0.507780015468597,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
5020,0.0333199985325336,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
5020,0.0430000014603138,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
5020,0.0728799998760223,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
5020,0.0873600021004677,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
5020,0.105140000581741,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
5020,0.123659998178482,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
5020,0.122239999473095,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
5020,0.142220005393028,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
10020,0.36395999789238,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
10020,0.0498600006103516,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
10020,0.0499599985778332,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
10020,0.0802600011229515,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
10020,0.0873199999332428,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
10020,0.107440002262592,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
10020,0.129040002822876,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
10020,0.127059996128082,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
10020,0.139219999313354,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
15020,0.309899985790253,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
15020,0.0465399995446205,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
15020,0.0537599995732307,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
15020,0.0812800005078316,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
15020,0.0915800034999847,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
15020,0.10632000118494,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
15020,0.122639998793602,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
15020,0.129519999027252,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
15020,0.12975999712944,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
20020,0.273699998855591,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
20020,0.0509800016880035,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
20020,0.0552200004458427,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
20020,0.0752800032496452,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
20020,0.089319996535778,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
20020,0.105259999632835,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
20020,0.124600000679493,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
20020,0.126240000128746,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
20020,0.129060000181198,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
25020,0.242339998483658,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
25020,0.0441199988126755,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
25020,0.0509800016880035,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
25020,0.0789799988269806,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
25020,0.090599998831749,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
25020,0.104079999029636,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
25020,0.119379997253418,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
25020,0.124559998512268,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
25020,0.13120000064373,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
30020,0.238979995250702,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
30020,0.0535200014710426,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
30020,0.0563200004398823,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
30020,0.0781600028276443,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
30020,0.091219998896122,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
30020,0.106339998543262,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
30020,0.117459997534752,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
30020,0.114119999110699,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
30020,0.126399993896484,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
35020,0.229499995708466,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
35020,0.0547799989581108,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
35020,0.0614000000059605,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
35020,0.0834399983286858,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
35020,0.0882200002670288,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
35020,0.0956799983978271,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
35020,0.118100002408028,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
35020,0.125200003385544,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
35020,0.12805999815464,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
40020,0.212640002369881,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
40020,0.0513800010085106,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
40020,0.063459999859333,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
40020,0.0820999965071678,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
40020,0.0945599973201752,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
40020,0.0998400002717972,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
40020,0.11429999768734,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
40020,0.12185999751091,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
40020,0.12831999361515,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
45020,0.216120004653931,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
45020,0.0547400005161762,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
45020,0.0560199990868568,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
45020,0.0810799971222878,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
45020,0.0933199971914291,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
45020,0.0979999974370003,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
45020,0.113140001893044,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
45020,0.116580002009869,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
45020,0.125279992818832,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
50020,0.208379998803139,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
50020,0.0573999993503094,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
50020,0.0623599998652935,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
50020,0.0834000036120415,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
50020,0.0922600030899048,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
50020,0.101420000195503,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
50020,0.114260002970695,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
50020,0.114660002291203,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
50020,0.12559999525547,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
55020,0.195759996771812,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
55020,0.0570000000298023,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
55020,0.060699999332428,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
55020,0.0804200023412704,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
55020,0.0879200026392937,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
55020,0.0968199968338013,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
55020,0.116379998624325,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
55020,0.116999998688698,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
55020,0.120339997112751,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
60020,0.19064000248909,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
60020,0.0558400005102158,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
60020,0.0663999989628792,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
60020,0.0816799998283386,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
60020,0.092519998550415,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
60020,0.100539997220039,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
60020,0.107560001313686,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
60020,0.114139996469021,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
60020,0.126059994101524,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
65020,0.180299997329712,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
65020,0.0576400011777878,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
65020,0.0661799982190132,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
65020,0.0840599983930588,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
65020,0.0899199992418289,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
65020,0.0936800017952919,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
65020,0.108400002121925,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
65020,0.115539997816086,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
65020,0.124880000948906,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
70020,0.18325999379158,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
70020,0.0609400011599064,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
70020,0.0604600012302399,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
70020,0.0754399970173836,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
70020,0.0844400003552437,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
70020,0.101240001618862,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
70020,0.11327999830246,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
70020,0.116920001804829,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
70020,0.120679996907711,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
75020,0.1667799949646,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
75020,0.0519799999892712,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
75020,0.0633599981665611,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
75020,0.086499996483326,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
75020,0.0908999964594841,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
75020,0.0999199971556664,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
75020,0.111759997904301,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
75020,0.113099999725819,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
75020,0.11922000348568,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
80020,0.176499992609024,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
80020,0.0515599995851517,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
80020,0.0644199997186661,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
80020,0.0833799988031387,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
80020,0.0919400006532669,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
80020,0.10283999890089,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
80020,0.110619999468327,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
80020,0.118979997932911,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
80020,0.114880003035069,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
85020,0.172340005636215,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
85020,0.0566399991512299,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
85020,0.0612800009548664,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
85020,0.0837000012397766,2000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
85020,0.094140000641346,4000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
85020,0.0958399996161461,8000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
85020,0.115199998021126,16000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
85020,0.105080001056194,32000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
85020,0.116159997880459,64000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
90020,0.161500006914139,1281167,64k,mulclass,imagenet,1,sinclass,r101,42.8,imagenet
90020,0.0559399984776974,0,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
90020,0.0649399980902672,1000,64k,mulclass,imagenet,1,sinclass,r101,42.8,bop
